id,sentiment
963,3
964,3
965,3
966,3
967,3
968,1
969,1
970,0
971,2
972,3
973,2
974,3
975,3
976,2
977,1
978,3
979,3
980,1
981,2
982,2
983,3
984,2
985,3
986,3
987,3
988,3
989,1
990,2
991,3
992,3
993,1
994,3
995,2
996,2
997,3
998,0
999,2
1000,3
1001,2
1002,3
1003,3
1004,3
1005,3
1006,3
1007,2
1008,1
1009,2
1010,2
1011,2
1012,3
1013,3
1014,3
1015,3
1016,3
1017,2
1018,2
1019,2
1020,3
1021,2
1022,2
1023,3
1024,4
1025,3
1026,3
1027,3
1028,2
1029,3
1030,3
1031,2
1032,2
1033,1
1034,3
1035,3
1036,3
1037,3
1038,3
1039,1
1040,1
1041,2
1042,2
1043,3
1044,3
1045,2
1046,0
1047,0
1048,2
1049,1
1050,2
1051,1
1052,1
1053,2
1054,3
1055,3
1056,3
1057,3
1058,3
1059,3
1060,3
1061,2
1062,3
1063,2
1064,2
1065,2
1066,1
1067,2
1068,1
1069,3
1070,3
1071,2
1072,1
1073,1
1074,2
1075,3
1076,3
1077,3
1078,2
1079,3
1080,3
1081,2
1082,3
1083,3
1084,3
1085,3
1086,3
1087,3
1088,3
1089,3
1090,3
1091,2
1092,2
1093,3
1094,3
1095,3
1096,1
1097,1
1098,3
1099,3
1100,1
1101,3
1102,1
1103,4
1104,3
1105,3
1106,2
1107,2
1108,2
1109,3
1110,1
1111,3
1112,0
1113,1
1114,2
1115,2
1116,2
1117,3
1118,3
1119,1
1120,3
1121,3
1122,1
1123,3
1124,0
1125,2
1126,1
1127,1
1128,3
1129,3
1130,3
1131,3
1132,3
1133,0
1134,0
1135,3
1136,3
1137,2
1138,3
1139,3
1140,2
1141,1
1142,2
1143,3
1144,1
1145,3
1146,2
1147,3
1148,3
1149,1
1150,1
1151,3
1152,2
1153,2
1154,2
1155,1
1156,1
1157,3
1158,2
1159,3
1160,3
1161,0
1162,3
1163,2
1164,3
1165,3
1166,2
1167,3
1168,2
1169,2
1170,3
1171,3
1172,2
1173,3
1174,3
1175,3
1176,2
1177,3
1178,3
1179,3
1180,2
1181,3
1182,3
1183,3
1184,3
1185,3
1186,3
1187,3
1188,3
1189,3
1190,3
1191,1
1192,3
1193,3
1194,3
1195,3
1196,3
1197,2
1198,3
1199,3
1200,3
1201,3
1202,3
1203,3
1204,3
1205,3
1206,3
1207,3
1208,3
1209,3
1210,2
1211,3
1212,3
1213,3
1214,3
1215,3
1216,3
1217,3
1218,3
1219,2
1220,1
1221,3
1222,3
1223,3
1224,3
1225,3
1226,3
1227,1
1228,1
1229,3
1230,2
1231,3
1232,3
1233,2
1234,2
1235,1
1236,1
1237,2
1238,2
1239,3
1240,3
1241,3
1242,3
1243,3
1244,3
1245,3
1246,3
1247,3
1248,3
1249,3
1250,1
1251,3
1252,3
1253,3
1254,3
1255,3
1256,3
1257,2
1258,3
1259,2
1260,3
1261,2
1262,3
1263,2
1264,2
1265,1
1266,1
1267,2
1268,1
1269,3
1270,2
1271,2
1272,2
1273,4
1274,3
1275,3
1276,3
1277,3
1278,2
1279,2
1280,3
1281,3
1282,3
1283,1
1284,2
1285,2
1286,3
1287,2
1288,1
1289,2
1290,1
1291,2
1292,3
1293,1
1294,3
1295,3
1296,3
1297,3
1298,3
1299,3
1300,1
1301,1
1302,1
1303,1
1304,3
1305,1
1306,0
1307,1
1308,3
1309,3
1310,2
1311,2
1312,1
1313,3
1314,1
1315,2
1316,2
1317,3
1318,3
1319,2
1320,2
1321,2
1322,2
1323,3
1324,2
1325,2
1326,1
1327,1
1328,2
1329,2
1330,2
1331,2
1332,2
1333,2
1334,2
1335,1
1336,3
1337,3
1338,3
1339,2
1340,3
1341,2
1342,2
1343,2
1344,2
1345,2
1346,2
1347,2
1348,2
1349,2
1350,2
1351,2
1352,2
1353,2
1354,2
1355,2
1356,2
1357,2
1358,2
1359,2
1360,2
1361,2
1362,2
1363,2
1364,2
1365,2
1366,2
1367,2
1368,3
1369,3
1370,2
1371,2
1372,2
1373,2
1374,2
1375,2
1376,3
1377,2
1378,2
1379,2
1380,2
1381,2
1382,2
1383,2
1384,2
1385,3
1386,3
1387,3
1388,2
1389,1
1390,1
1391,2
1392,2
1393,1
1394,2
1395,2
1396,3
1397,3
1398,2
1399,2
1400,2
1401,2
1402,2
1403,3
1404,2
1405,3
1406,1
1407,1
1408,2
1409,2
1410,2
1411,2
1412,2
1413,2
1414,2
1415,3
1416,2
1417,2
1418,2
1419,2
1420,2
1421,3
1422,3
1423,2
1424,3
1425,2
1426,3
1427,2
1428,2
1429,3
1430,3
1431,3
1432,3
1433,1
1434,3
1435,2
1436,2
1437,2
1438,2
1439,2
1440,2
1441,2
1442,3
1443,3
1444,2
1445,3
1446,3
1447,1
1448,3
1449,3
1450,2
1451,1
1452,2
1453,2
1454,2
